message_size,total_message_size,num_threads,ack_level,order,replication_factor,replicate_tinode,num_clients,num_brokers_to_kill,failure_percentage,pubBandwidthMBps,subBandwidthMBps,e2eBandwidthMBps
1024,10737418240,4,2,0,3,0,1,0,0,3977.87,0,3977.66
1024,10737418240,4,2,0,3,0,1,0,0,3469.16,0,3469.16
1024,10737418240,4,2,0,3,0,1,0,0,2959.45,0,2959.45
1024,10737418240,4,2,0,3,0,1,0,0,3739.13,0,3738.91
4096,10737418240,4,2,0,1,0,1,0,0,6315.71,0,6315.7
4096,10737418240,4,2,0,1,0,1,0,0,7679.89,0,6601.39
4096,10737418240,4,2,0,1,0,1,0,0,5467.65,0,5467.64
4096,10737418240,4,2,0,1,0,1,0,0,6445.89,0,6445.88
4096,10737418240,4,2,0,1,0,1,0,0,5602.96,0,5602.95
4096,10737418240,4,2,0,2,0,1,0,0,5795.39,0,5780.07
4096,10737418240,4,2,0,2,0,1,0,0,5452.97,0,5452.81
4096,10737418240,4,2,0,2,0,1,0,0,5892.36,0,5892.35
4096,10737418240,4,2,0,2,0,1,0,0,5761.33,0,5271.58
4096,10737418240,4,2,0,2,0,1,0,0,4919.51,0,4919.5
4096,10737418240,4,2,0,3,0,1,0,0,4947.78,0,4585.77
4096,10737418240,4,2,0,3,0,1,0,0,4588.93,0,4588.92
4096,10737418240,4,2,0,3,0,1,0,0,4029.5,0,3965.13
4096,10737418240,4,2,0,3,0,1,0,0,5167.37,0,4578.65
4096,10737418240,4,2,0,3,0,1,0,0,4595.96,0,4595.88
65536,10737418240,4,2,0,1,0,1,0,0,6668.24,0,6668.23
65536,10737418240,4,2,0,1,0,1,0,0,6243.93,0,6243.92
65536,10737418240,4,2,0,1,0,1,0,0,7014.24,0,7014.23
65536,10737418240,4,2,0,1,0,1,0,0,6605.28,0,6605.01
65536,10737418240,4,2,0,1,0,1,0,0,7288.38,0,7288.36
65536,10737418240,4,2,0,2,0,1,0,0,6052.32,0,6052.31
65536,10737418240,4,2,0,2,0,1,0,0,5321.35,0,5321.34
65536,10737418240,4,2,0,2,0,1,0,0,6605.63,0,5377.76
65536,10737418240,4,2,0,2,0,1,0,0,6049.06,0,5176.29
65536,10737418240,4,2,0,2,0,1,0,0,6472.25,0,5375.69
65536,10737418240,4,2,0,3,0,1,0,0,4573.75,0,4534.89
65536,10737418240,4,2,0,3,0,1,0,0,4462.7,0,4462.69
65536,10737418240,4,2,0,3,0,1,0,0,5256.81,0,5247
65536,10737418240,4,2,0,3,0,1,0,0,4307.67,0,4307.66
65536,10737418240,4,2,0,3,0,1,0,0,4166.76,0,4166.76
1048576,10737418240,4,2,0,1,0,1,0,0,7641,0,6547.69
1048576,10737418240,4,2,0,1,0,1,0,0,7856.85,0,7260.01
1048576,10737418240,4,2,0,1,0,1,0,0,7873.47,0,6851.05
1048576,10737418240,4,2,0,1,0,1,0,0,8106.55,0,6803.23
1048576,10737418240,4,2,0,1,0,1,0,0,7709.18,0,7181.24
1048576,10737418240,4,2,0,2,0,1,0,0,6387.72,0,6024.93
1048576,10737418240,4,2,0,2,0,1,0,0,6284.37,0,5964.64
1048576,10737418240,4,2,0,2,0,1,0,0,6479.31,0,5605.42
1048576,10737418240,4,2,0,2,0,1,0,0,6283.03,0,5641.29
1048576,10737418240,4,2,0,2,0,1,0,0,6083.76,0,5533.55
1048576,10737418240,4,2,0,3,0,1,0,0,5132.86,0,5131.45
1048576,10737418240,4,2,0,3,0,1,0,0,4640.5,0,4634.82
1048576,10737418240,4,2,0,3,0,1,0,0,4393.39,0,4390.42
1048576,10737418240,4,2,0,3,0,1,0,0,5201.33,0,4862.01
1048576,10737418240,4,2,0,3,0,1,0,0,5336,0,5334.44
